id,xmin,xmax,ymin,ymax,sumID,sumAREA_M,sumPOPULACAO,sumIPVS_V10,sumid_2,sumxmin,sumxmax,sumymin,sumymax,sumárea real,sum%area,sumPop_real,count
719,360389.36257,361389.36257,7401187.56918,7402187.56918,,,,,,,,,,,,,
720,313389.36257,314389.36257,7400187.56918,7401187.56918,,,,,,,,,,,,,
721,314389.36257,315389.36257,7400187.56918,7401187.56918,,,,,,,,,,,,,
722,315389.36257,316389.36257,7400187.56918,7401187.56918,,,,,,,,,,,,,
723,316389.36257,317389.36257,7400187.56918,7401187.56918,,,,,,,,,,,,,
724,317389.36257,318389.36257,7400187.56918,7401187.56918,,,,,,,,,,,,,
725,318389.36257,319389.36257,7400187.56918,7401187.56918,,,,,,,,,,,,,
726,319389.36257,320389.36257,7400187.56918,7401187.56918,15442.00000,938536.09000,5122.00000,30.00000,7260.00000,3193893.62571,3203893.62571,74001875.69180,74011875.69180,286266.81641,5.64851,2406.25552,10.00000
727,320389.36257,321389.36257,7400187.56918,7401187.56918,91193.00000,1702696.59000,15126.00000,70.00000,19629.00000,8650512.78942,8677512.78942,199805064.36786,199832064.36786,884602.93115,14.68459,7823.93537,27.00000
728,321389.36257,322389.36257,7400187.56918,7401187.56918,251405.00000,1876138.38000,23269.00000,71.00000,25480.00000,11248627.68998,11283627.68998,259006564.92130,259041564.92130,1000000.00000,20.19483,13131.76151,35.00000
729,322389.36257,323389.36257,7400187.56918,7401187.56918,183299.00000,2268205.42000,10383.00000,38.00000,14580.00000,6447787.25142,6467787.25142,148003751.38360,148023751.38360,1000000.00049,8.80719,4624.52026,20.00000
730,323389.36257,324389.36257,7400187.56918,7401187.56918,280233.00000,3427807.71000,19100.00000,55.00000,21170.00000,9378291.51456,9407291.51456,214605439.50622,214634439.50622,999999.99951,15.94631,10824.43916,29.00000
731,324389.36257,325389.36257,7400187.56918,7401187.56918,352435.00000,1881793.97000,22143.00000,68.00000,23392.00000,10380459.60227,10412459.60227,236806002.21376,236838002.21376,1000000.00049,20.75581,14153.61826,32.00000
732,325389.36257,326389.36257,7400187.56918,7401187.56918,354691.00000,1558064.02000,19499.00000,60.00000,21960.00000,9761680.87713,9791680.87713,222005627.07540,222035627.07540,999999.99951,19.99711,12197.91044,30.00000
733,326389.36257,327389.36257,7400187.56918,7401187.56918,490455.00000,1927297.88000,22513.00000,66.00000,27854.00000,12402795.77770,12440795.77770,281207127.62884,281245127.62884,1000000.00000,22.51832,12355.58067,38.00000
734,327389.36257,328389.36257,7400187.56918,7401187.56918,505998.00000,1741713.75000,23232.00000,76.00000,26424.00000,11786017.05256,11822017.05256,266406752.49048,266442752.49048,1000000.00049,22.82170,14208.22306,36.00000
735,328389.36257,329389.36257,7400187.56918,7401187.56918,648494.00000,1744512.17000,29649.00000,97.00000,30870.00000,13792353.22798,13834353.22798,310807877.90556,310849877.90556,999999.99951,25.69251,17283.90318,42.00000
736,329389.36257,330389.36257,7400187.56918,7401187.56918,669804.00000,1704545.50000,28075.00000,101.00000,30176.00000,13504963.86541,13545963.86541,303407690.33638,303448690.33638,1000000.00000,25.33816,16910.89333,41.00000
737,330389.36257,331389.36257,7400187.56918,7401187.56918,555798.00000,1732583.65000,23518.00000,71.00000,25058.00000,11233238.32741,11267238.32741,251606377.35212,251640377.35212,1000000.00049,19.28024,13835.23551,34.00000
738,331389.36257,332389.36257,7400187.56918,7401187.56918,605125.00000,1842443.63000,21815.00000,70.00000,27306.00000,12261406.41513,12298406.41513,273806940.05966,273843940.05966,999999.99951,22.74223,13377.35577,37.00000
739,332389.36257,333389.36257,7400187.56918,7401187.56918,667377.00000,1813452.59000,27139.00000,79.00000,33994.00000,15289910.67827,15335910.67827,340408628.18228,340454628.18228,1000000.00000,28.02379,16420.46698,46.00000
740,333389.36257,334389.36257,7400187.56918,7401187.56918,712282.00000,1804656.00000,26192.00000,70.00000,36260.00000,16336078.76598,16385078.76598,362609190.88982,362658190.88982,1000000.00049,33.21872,18191.58480,49.00000
741,334389.36257,335389.36257,7400187.56918,7401187.56918,590229.00000,1843049.19000,16755.00000,57.00000,28158.00000,12706795.77770,12744795.77770,281207127.62884,281245127.62884,999999.99951,23.88376,9086.90310,38.00000
742,335389.36257,336389.36257,7400187.56918,7401187.56918,504439.00000,1875408.03000,20808.00000,64.00000,25228.00000,11403238.32741,11437238.32741,251606377.35212,251640377.35212,1000000.00049,19.01033,12574.91314,34.00000
743,336389.36257,337389.36257,7400187.56918,7401187.56918,647054.00000,1944530.76000,30966.00000,107.00000,36407.00000,16483078.76598,16532078.76598,362609190.88982,362658190.88982,1000000.00000,26.79054,16415.54439,49.00000
744,337389.36257,338389.36257,7400187.56918,7401187.56918,520684.00000,1709293.06000,27778.00000,114.00000,36456.00000,16532078.76598,16581078.76598,362609190.88982,362658190.88982,999999.99951,31.69766,17245.06360,49.00000
745,338389.36257,339389.36257,7400187.56918,7401187.56918,243154.00000,1658056.96000,24049.00000,107.00000,31290.00000,14212353.22798,14254353.22798,310807877.90556,310849877.90556,1000000.00049,26.34068,15537.42258,42.00000
746,339389.36257,340389.36257,7400187.56918,7401187.56918,45379.00000,2341481.90000,14840.00000,66.00000,17904.00000,8145344.70170,8169344.70170,177604501.66032,177628501.66032,999999.99951,11.28874,5807.88500,24.00000
747,340389.36257,341389.36257,7400187.56918,7401187.56918,145.00000,1506222.35000,2269.00000,8.00000,2241.00000,1021168.08771,1024168.08771,22200562.70754,22203562.70754,229664.93677,0.29772,200.69814,3.00000
748,341389.36257,342389.36257,7400187.56918,7401187.56918,,,,,,,,,,,,,
749,342389.36257,343389.36257,7400187.56918,7401187.56918,4204.00000,3242932.15000,5065.00000,28.00000,5243.00000,2396725.53800,2403725.53800,51801312.98426,51808312.98426,331273.56372,2.89687,2195.72430,7.00000
750,343389.36257,344389.36257,7400187.56918,7401187.56918,11899.00000,3702335.60000,9621.00000,40.00000,9000.00000,4120672.35085,4132672.35085,88802250.83016,88814250.83016,977750.16357,5.81483,4851.85057,12.00000
751,344389.36257,345389.36257,7400187.56918,7401187.56918,23151.00000,3803600.72000,7886.00000,29.00000,9763.00000,4477061.71342,4490061.71342,96202438.39934,96215438.39934,1000000.00049,6.76694,4245.56725,13.00000
752,345389.36257,346389.36257,7400187.56918,7401187.56918,86767.00000,6630203.31000,21239.00000,80.00000,24064.00000,11052459.60227,11084459.60227,236806002.21376,236838002.21376,999999.99951,19.12586,12594.73567,32.00000
753,346389.36257,347389.36257,7400187.56918,7401187.56918,160540.00000,1699503.77000,25922.00000,111.00000,29367.00000,13509185.14027,13548185.14027,288607315.19802,288646315.19802,1000000.00000,26.94945,17781.84376,39.00000
754,347389.36257,348389.36257,7400187.56918,7401187.56918,427943.00000,1983242.38000,34275.00000,192.00000,45240.00000,20843361.75426,20903361.75426,444011254.15080,444071254.15080,1000000.00049,36.35141,19682.65991,60.00000
755,348389.36257,349389.36257,7400187.56918,7401187.56918,289223.00000,1745006.24000,21259.00000,90.00000,26425.00000,12193627.68998,12228627.68998,259006564.92130,259041564.92130,999999.99951,19.58770,11453.79599,35.00000
756,349389.36257,350389.36257,7400187.56918,7401187.56918,318227.00000,1920185.97000,29866.00000,134.00000,34776.00000,16071910.67827,16117910.67827,340408628.18228,340454628.18228,1000000.00049,26.83859,16749.38254,46.00000
757,350389.36257,351389.36257,7400187.56918,7401187.56918,145979.00000,1992606.65000,16968.00000,65.00000,21196.00000,9810902.15199,9838902.15199,207205251.93704,207233251.93704,999999.99951,15.68906,9533.90512,28.00000
758,351389.36257,352389.36257,7400187.56918,7401187.56918,123939.00000,1708621.20000,14793.00000,70.00000,21224.00000,9838902.15199,9866902.15199,207205251.93704,207233251.93704,1000000.00000,15.84105,8568.03033,28.00000
759,352389.36257,353389.36257,7400187.56918,7401187.56918,125852.00000,1786120.04000,16154.00000,70.00000,21252.00000,9866902.15199,9894902.15199,207205251.93704,207233251.93704,1000000.00049,14.26166,8197.54541,28.00000
760,353389.36257,354389.36257,7400187.56918,7401187.56918,158525.00000,1610119.94000,19005.00000,88.00000,24320.00000,11308459.60227,11340459.60227,236806002.21376,236838002.21376,999999.99951,21.02948,11823.79979,32.00000
761,354389.36257,355389.36257,7400187.56918,7401187.56918,180590.00000,1742956.43000,17131.00000,73.00000,19786.00000,9214123.42685,9240123.42685,192404876.79868,192430876.79868,1000000.00000,13.06708,9021.66896,26.00000
762,355389.36257,356389.36257,7400187.56918,7401187.56918,198915.00000,1722634.88000,25028.00000,129.00000,27432.00000,12794017.05256,12830017.05256,266406752.49048,266442752.49048,1000000.00049,21.05124,14893.05440,36.00000
763,356389.36257,357389.36257,7400187.56918,7401187.56918,129453.00000,1525365.95000,15804.00000,82.00000,22127.00000,10335291.51456,10364291.51456,214605439.50622,214634439.50622,999999.99951,17.69636,9398.70976,29.00000
764,357389.36257,358389.36257,7400187.56918,7401187.56918,309470.00000,1761012.70000,26317.00000,156.00000,33616.00000,15725131.95312,15769131.95312,325608253.04392,325652253.04392,1000000.00000,27.38474,16020.74005,44.00000
765,358389.36257,359389.36257,7400187.56918,7401187.56918,313184.00000,1762408.43000,31706.00000,190.00000,36720.00000,17202689.40341,17250689.40341,355209003.32064,355257003.32064,1000000.00049,28.54941,19397.61452,48.00000
766,359389.36257,360389.36257,7400187.56918,7401187.56918,114761.00000,1274879.97000,25455.00000,163.00000,31406.00000,14734963.86541,14775963.86541,303407690.33638,303448690.33638,840675.16602,29.10060,17550.44020,41.00000
767,360389.36257,361389.36257,7400187.56918,7401187.56918,1126.00000,74706.89000,1622.00000,11.00000,3068.00000,1441557.45028,1445557.45028,29600750.27672,29604750.27672,16230.80981,1.58655,381.71564,4.00000
768,313389.36257,314389.36257,7399187.56918,7400187.56918,,,,,,,,,,,,,
769,314389.36257,315389.36257,7399187.56918,7400187.56918,,,,,,,,,,,,,
770,315389.36257,316389.36257,7399187.56918,7400187.56918,,,,,,,,,,,,,
771,316389.36257,317389.36257,7399187.56918,7400187.56918,,,,,,,,,,,,,
772,317389.36257,318389.36257,7399187.56918,7400187.56918,,,,,,,,,,,,,
773,318389.36257,319389.36257,7399187.56918,7400187.56918,,,,,,,,,,,,,
774,319389.36257,320389.36257,7399187.56918,7400187.56918,7479.00000,1107341.18000,7361.00000,20.00000,7740.00000,3193893.62571,3203893.62571,73991875.69180,74001875.69180,293105.14990,5.23012,3462.90946,10.00000
775,320389.36257,321389.36257,7399187.56918,7400187.56918,37894.00000,1889404.62000,11061.00000,35.00000,13175.00000,5446619.16371,5463619.16371,125786188.67606,125803188.67606,977631.36230,5.49869,3946.07620,17.00000
776,321389.36257,322389.36257,7399187.56918,7400187.56918,138298.00000,2652655.88000,18333.00000,64.00000,21728.00000,8998902.15199,9026902.15199,207177251.93704,207205251.93704,1000000.00000,18.35959,11615.97641,28.00000
777,322389.36257,323389.36257,7399187.56918,7400187.56918,100810.00000,2112116.16000,9977.00000,32.00000,13209.00000,5480619.16371,5497619.16371,125786188.67606,125803188.67606,999999.99951,9.40786,5627.50699,17.00000
778,323389.36257,324389.36257,7399187.56918,7400187.56918,92965.00000,2400026.72000,8053.00000,28.00000,11670.00000,4850840.43857,4865840.43857,110987813.53770,111002813.53770,1000000.00049,8.54109,4373.85212,15.00000
779,324389.36257,325389.36257,7399187.56918,7400187.56918,213967.00000,2148437.82000,17869.00000,56.00000,21812.00000,9082902.15199,9110902.15199,207177251.93704,207205251.93704,999999.99951,18.92819,12614.82929,28.00000
780,325389.36257,326389.36257,7399187.56918,7400187.56918,279840.00000,2778595.96000,19289.00000,56.00000,22620.00000,9436291.51456,9465291.51456,214576439.50622,214605439.50622,1000000.00000,17.48786,10899.98368,29.00000
781,326389.36257,327389.36257,7399187.56918,7400187.56918,228970.00000,4032973.35000,12672.00000,40.00000,16401.00000,6854176.61399,6875176.61399,155382938.95278,155403938.95278,1000000.00049,9.38890,6340.69956,21.00000
782,327389.36257,328389.36257,7399187.56918,7400187.56918,260984.00000,2038489.08000,12878.00000,52.00000,17204.00000,7202565.97656,7224565.97656,162782126.52196,162804126.52196,999999.99951,12.70446,7678.75493,22.00000
783,328389.36257,329389.36257,7399187.56918,7400187.56918,385239.00000,2236318.22000,15241.00000,46.00000,21924.00000,9194902.15199,9222902.15199,207177251.93704,207205251.93704,1000000.00000,19.57471,9923.38807,28.00000
784,329389.36257,330389.36257,7399187.56918,7400187.56918,451167.00000,2286638.04000,18117.00000,62.00000,23520.00000,9881680.87713,9911680.87713,221975627.07540,222005627.07540,1000000.00049,15.33637,9659.64767,30.00000
785,330389.36257,331389.36257,7399187.56918,7400187.56918,547698.00000,1927849.63000,21308.00000,71.00000,26690.00000,11233238.32741,11267238.32741,251572377.35212,251606377.35212,999999.99951,20.38719,12091.05297,34.00000
786,331389.36257,332389.36257,7399187.56918,7400187.56918,306561.00000,4592587.80000,11137.00000,33.00000,14934.00000,6296397.88885,6315397.88885,140584563.81442,140603563.81442,1000000.00000,8.64538,5229.71274,19.00000
787,332389.36257,333389.36257,7399187.56918,7400187.56918,480736.00000,4234652.65000,16563.00000,48.00000,24397.00000,10304070.23970,10335070.23970,229374814.64458,229405814.64458,1000000.00049,19.42189,9156.56397,31.00000
788,333389.36257,334389.36257,7399187.56918,7400187.56918,321437.00000,4693631.53000,9734.00000,32.00000,16548.00000,7001176.61399,7022176.61399,155382938.95278,155403938.95278,999999.99951,13.13762,5179.72069,21.00000
789,334389.36257,335389.36257,7399187.56918,7400187.56918,437944.00000,2878938.00000,17598.00000,46.00000,22092.00000,9362902.15199,9390902.15199,207177251.93704,207205251.93704,1000000.00049,15.07884,8318.60484,28.00000
790,335389.36257,336389.36257,7399187.56918,7400187.56918,449125.00000,2013773.65000,19276.00000,55.00000,22910.00000,9726291.51456,9755291.51456,214576439.50622,214605439.50622,999999.99951,17.70270,11447.63627,29.00000
791,336389.36257,337389.36257,7399187.56918,7400187.56918,470532.00000,2201073.69000,23114.00000,78.00000,29267.00000,12446406.41513,12483406.41513,273769940.05966,273806940.05966,1000000.00000,21.37395,13553.02103,37.00000
792,337389.36257,338389.36257,7399187.56918,7400187.56918,308717.00000,1725027.70000,22072.00000,83.00000,29304.00000,12483406.41513,12520406.41513,273769940.05966,273806940.05966,1000000.00049,23.53919,13911.81217,37.00000
793,338389.36257,339389.36257,7399187.56918,7400187.56918,125162.00000,2077094.58000,20821.00000,76.00000,25376.00000,10828459.60227,10860459.60227,236774002.21376,236806002.21376,999999.99951,19.47968,12018.20018,32.00000
794,339389.36257,340389.36257,7399187.56918,7400187.56918,26103.00000,3211973.79000,13406.00000,53.00000,16674.00000,7127176.61399,7148176.61399,155382938.95278,155403938.95278,1000000.00000,7.86762,5079.50531,21.00000
795,340389.36257,341389.36257,7399187.56918,7400187.56918,1591.00000,2805481.88000,4412.00000,15.00000,5565.00000,2382725.53800,2389725.53800,51794312.98426,51801312.98426,413719.85229,1.06090,807.28290,7.00000
796,341389.36257,342389.36257,7399187.56918,7400187.56918,3582.00000,3934701.13000,4875.00000,16.00000,6368.00000,2731114.90057,2739114.90057,59193500.55344,59201500.55344,381517.24634,3.41356,1964.17393,8.00000
797,342389.36257,343389.36257,7399187.56918,7400187.56918,69673.00000,4492501.65000,18300.00000,94.00000,24707.00000,10614070.23970,10645070.23970,229374814.64458,229405814.64458,965108.72119,17.68995,10710.87985,31.00000
798,343389.36257,344389.36257,7399187.56918,7400187.56918,171776.00000,1688726.91000,27894.00000,114.00000,34314.00000,14765742.59055,14808742.59055,318165065.47474,318208065.47474,1000000.00049,28.23664,16924.63988,43.00000
799,344389.36257,345389.36257,7399187.56918,7400187.56918,173594.00000,1596110.31000,28280.00000,125.00000,30362.00000,13086795.77770,13124795.77770,281169127.62884,281207127.62884,999999.99951,25.45900,19242.62832,38.00000
800,345389.36257,346389.36257,7399187.56918,7400187.56918,281252.00000,1744056.60000,29881.00000,119.00000,34400.00000,14851742.59055,14894742.59055,318165065.47474,318208065.47474,1000000.00049,24.16349,17476.41183,43.00000
801,346389.36257,347389.36257,7399187.56918,7400187.56918,306189.00000,1613276.32000,24495.00000,97.00000,32040.00000,13855574.50284,13895574.50284,295967502.76720,296007502.76720,1000000.00000,25.69414,15851.10096,40.00000
802,347389.36257,348389.36257,7399187.56918,7400187.56918,480888.00000,1917420.03000,24324.00000,100.00000,32882.00000,14242963.86541,14283963.86541,303366690.33638,303407690.33638,999999.99951,22.91796,12565.68990,41.00000
803,348389.36257,349389.36257,7399187.56918,7400187.56918,573337.00000,1770207.83000,24159.00000,105.00000,32120.00000,13935574.50284,13975574.50284,295967502.76720,296007502.76720,1000000.00049,22.15469,13464.37267,40.00000
804,349389.36257,350389.36257,7399187.56918,7400187.56918,548108.00000,1633172.50000,28632.00000,135.00000,35376.00000,15373131.95312,15417131.95312,325564253.04392,325608253.04392,999999.99951,28.32268,18318.37801,44.00000
805,350389.36257,351389.36257,7399187.56918,7400187.56918,335107.00000,1755258.36000,27353.00000,132.00000,31395.00000,13665185.14027,13704185.14027,288568315.19802,288607315.19802,1000000.00000,23.37828,16325.79942,39.00000
806,351389.36257,352389.36257,7399187.56918,7400187.56918,426503.00000,1567670.81000,25293.00000,138.00000,36270.00000,15812521.31569,15857521.31569,332963440.61310,333008440.61310,1000000.00049,33.16439,17475.07808,45.00000
807,352389.36257,353389.36257,7399187.56918,7400187.56918,256714.00000,1609617.98000,21446.00000,82.00000,23403.00000,10219291.51456,10248291.51456,214576439.50622,214605439.50622,999999.99951,17.21027,12678.15115,29.00000
808,353389.36257,354389.36257,7399187.56918,7400187.56918,302156.00000,1776597.69000,23656.00000,99.00000,28280.00000,12368627.68998,12403627.68998,258971564.92130,259006564.92130,1000000.00000,20.80518,13321.78859,35.00000
809,354389.36257,355389.36257,7399187.56918,7400187.56918,421609.00000,2023055.27000,29333.00000,115.00000,33978.00000,14884353.22798,14926353.22798,310765877.90556,310807877.90556,1000000.00049,22.21455,14851.35129,42.00000
810,355389.36257,356389.36257,7399187.56918,7400187.56918,417036.00000,1639665.76000,31334.00000,168.00000,37260.00000,16347910.67827,16393910.67827,340362628.18228,340408628.18228,999999.99951,28.89781,19948.74523,46.00000
811,356389.36257,357389.36257,7399187.56918,7400187.56918,433418.00000,1606541.31000,28650.00000,162.00000,38117.00000,16750300.04084,16797300.04084,347761815.75146,347808815.75146,1000000.00049,30.96082,18842.95397,47.00000
812,357389.36257,358389.36257,7399187.56918,7400187.56918,467732.00000,1526100.84000,25953.00000,149.00000,35728.00000,15725131.95312,15769131.95312,325564253.04392,325608253.04392,1000000.00000,32.24898,17555.01546,44.00000
813,358389.36257,359389.36257,7399187.56918,7400187.56918,333904.00000,1725225.58000,38581.00000,248.00000,47154.00000,20786583.02912,20844583.02912,429152879.01244,429210879.01244,999999.99951,38.78223,24752.05425,58.00000
814,359389.36257,360389.36257,7399187.56918,7400187.56918,98052.00000,1430025.24000,28265.00000,166.00000,32560.00000,14375574.50284,14415574.50284,295967502.76720,296007502.76720,994095.10254,28.13304,20045.53447,40.00000
815,360389.36257,361389.36257,7399187.56918,7400187.56918,7702.00000,364511.62000,6694.00000,45.00000,9780.00000,4324672.35085,4336672.35085,88790250.83016,88802250.83016,177055.16406,6.98863,2997.40590,12.00000
816,313389.36257,314389.36257,7398187.56918,7399187.56918,,,,,,,,,,,,,
817,314389.36257,315389.36257,7398187.56918,7399187.56918,,,,,,,,,,,,,
818,315389.36257,316389.36257,7398187.56918,7399187.56918,,,,,,,,,,,,,
819,316389.36257,317389.36257,7398187.56918,7399187.56918,,,,,,,,,,,,,
820,317389.36257,318389.36257,7398187.56918,7399187.56918,,,,,,,,,,,,,
821,318389.36257,319389.36257,7398187.56918,7399187.56918,,,,,,,,,,,,,
822,319389.36257,320389.36257,7398187.56918,7399187.56918,2465.00000,364389.37000,3778.00000,10.00000,4110.00000,1596946.81286,1601946.81286,36990937.84590,36995937.84590,127816.72681,1.47024,1251.29541,5.00000
823,320389.36257,321389.36257,7398187.56918,7399187.56918,35929.00000,1888490.02000,14908.00000,43.00000,17283.00000,6728176.61399,6749176.61399,155361938.95278,155382938.95278,934512.26611,14.15154,9376.64523,21.00000
824,321389.36257,322389.36257,7398187.56918,7399187.56918,34715.00000,3240179.08000,11254.00000,33.00000,11536.00000,4499451.07599,4513451.07599,103574625.96852,103588625.96852,1000000.00000,5.74578,5006.44055,14.00000
825,322389.36257,323389.36257,7398187.56918,7399187.56918,21949.00000,2750270.86000,6869.00000,19.00000,6600.00000,2579114.90057,2587114.90057,59185500.55344,59193500.55344,1000000.00049,1.59920,1200.36214,8.00000
826,323389.36257,324389.36257,7398187.56918,7399187.56918,54486.00000,4652564.50000,6538.00000,28.00000,10738.00000,4204061.71342,4217061.71342,96176438.39934,96189438.39934,999999.99951,5.11580,2412.23153,13.00000
827,324389.36257,325389.36257,7398187.56918,7399187.56918,45771.00000,2799690.91000,3025.00000,19.00000,6616.00000,2595114.90057,2603114.90057,59185500.55344,59193500.55344,1000000.00000,2.85831,1079.72615,8.00000
828,325389.36257,326389.36257,7398187.56918,7399187.56918,77938.00000,2859064.36000,5064.00000,27.00000,9108.00000,3579282.98828,3590282.98828,81380063.26098,81391063.26098,1000000.00049,5.65194,2301.23134,11.00000
829,326389.36257,327389.36257,7398187.56918,7399187.56918,105686.00000,3422150.82000,5674.00000,21.00000,9119.00000,3590282.98828,3601282.98828,81380063.26098,81391063.26098,999999.99951,4.23192,2042.94353,11.00000
830,327389.36257,328389.36257,7398187.56918,7399187.56918,99528.00000,3887563.29000,4597.00000,25.00000,7470.00000,2946504.26314,2955504.26314,66583688.12262,66592688.12262,1000000.00000,3.52607,2058.96846,9.00000
831,328389.36257,329389.36257,7398187.56918,7399187.56918,136421.00000,3845818.55000,5222.00000,24.00000,9141.00000,3612282.98828,3623282.98828,81380063.26098,81391063.26098,1000000.00049,6.11595,3832.33720,11.00000
832,329389.36257,330389.36257,7398187.56918,7399187.56918,257317.00000,3836729.97000,11236.00000,34.00000,15808.00000,6258397.88885,6277397.88885,140565563.81442,140584563.81442,999999.99951,10.61632,7131.34111,19.00000
833,330389.36257,331389.36257,7398187.56918,7399187.56918,351308.00000,5692301.77000,11662.00000,39.00000,19159.00000,7598955.33913,7621955.33913,170158314.09114,170181314.09114,1000000.00049,14.74601,7472.85152,23.00000
834,331389.36257,332389.36257,7398187.56918,7399187.56918,104410.00000,3972309.13000,3773.00000,14.00000,5838.00000,2319725.53800,2326725.53800,51787312.98426,51794312.98426,1000000.00000,1.39996,781.96472,7.00000
835,332389.36257,333389.36257,7398187.56918,7399187.56918,13720.00000,3230832.77000,604.00000,2.00000,835.00000,332389.36257,333389.36257,7398187.56918,7399187.56918,999999.99951,0.30952,186.94870,1.00000
836,333389.36257,334389.36257,7398187.56918,7399187.56918,113106.00000,4618989.59000,2888.00000,13.00000,6688.00000,2667114.90057,2675114.90057,59185500.55344,59193500.55344,1000000.00049,2.62078,1080.21499,8.00000
837,334389.36257,335389.36257,7398187.56918,7399187.56918,171338.00000,2506569.17000,6664.00000,24.00000,10044.00000,4012672.35085,4024672.35085,88778250.83016,88790250.83016,999999.99951,4.94976,3461.22413,12.00000
838,335389.36257,336389.36257,7398187.56918,7399187.56918,213159.00000,2525712.89000,10364.00000,42.00000,13408.00000,5366229.80114,5382229.80114,118371001.10688,118387001.10688,1000000.00000,8.71883,5288.57358,16.00000
839,336389.36257,337389.36257,7398187.56918,7399187.56918,267809.00000,2107854.55000,13563.00000,48.00000,18458.00000,7400565.97656,7422565.97656,162760126.52196,162782126.52196,1000000.00049,9.29907,5794.72321,22.00000
840,337389.36257,338389.36257,7398187.56918,7399187.56918,240699.00000,1717446.09000,15783.00000,56.00000,21840.00000,8772123.42685,8798123.42685,192352876.79868,192378876.79868,999999.99951,15.30111,8363.19046,26.00000
841,338389.36257,339389.36257,7398187.56918,7399187.56918,119186.00000,2228376.80000,16645.00000,76.00000,19343.00000,7782955.33913,7805955.33913,170158314.09114,170181314.09114,1000000.00000,11.48577,8444.29610,23.00000
842,339389.36257,340389.36257,7398187.56918,7399187.56918,75512.00000,2832038.79000,15825.00000,91.00000,21050.00000,8484734.06428,8509734.06428,184954689.22950,184979689.22950,1000000.00049,13.72948,9545.80012,25.00000
843,340389.36257,341389.36257,7398187.56918,7399187.56918,11343.00000,2865641.22000,11552.00000,52.00000,16017.00000,6467397.88885,6486397.88885,140565563.81442,140584563.81442,998834.14355,9.84610,5306.76658,19.00000
844,341389.36257,342389.36257,7398187.56918,7399187.56918,68368.00000,2272501.43000,17585.00000,80.00000,25320.00000,10241680.87713,10271680.87713,221945627.07540,221975627.07540,1000000.00049,20.44580,11418.07438,30.00000
845,342389.36257,343389.36257,7398187.56918,7399187.56918,187231.00000,1822845.60000,20421.00000,75.00000,29575.00000,11983627.68998,12018627.68998,258936564.92130,258971564.92130,1000000.00000,18.59396,10637.06158,35.00000
846,343389.36257,344389.36257,7398187.56918,7399187.56918,276185.00000,1863487.43000,22157.00000,74.00000,30456.00000,12362017.05256,12398017.05256,266334752.49048,266370752.49048,999999.99951,19.36888,11913.02941,36.00000
847,344389.36257,345389.36257,7398187.56918,7399187.56918,249311.00000,1851150.81000,22685.00000,84.00000,29645.00000,12053627.68998,12088627.68998,258936564.92130,258971564.92130,1000000.00049,18.29998,11778.29153,35.00000
848,345389.36257,346389.36257,7398187.56918,7399187.56918,423097.00000,1900609.03000,24458.00000,95.00000,35616.00000,14506353.22798,14548353.22798,310723877.90556,310765877.90556,999999.99951,25.34972,13785.49748,42.00000
849,346389.36257,347389.36257,7398187.56918,7399187.56918,498124.00000,1720334.26000,22449.00000,84.00000,31413.00000,12816406.41513,12853406.41513,273732940.05966,273769940.05966,1000000.00000,21.05166,12553.95259,37.00000
850,347389.36257,348389.36257,7398187.56918,7399187.56918,702265.00000,1709045.20000,24236.00000,103.00000,35700.00000,14590353.22798,14632353.22798,310723877.90556,310765877.90556,1000000.00049,25.74465,14437.31021,42.00000
851,348389.36257,349389.36257,7398187.56918,7399187.56918,817937.00000,1631354.89000,26846.00000,127.00000,39146.00000,16025910.67827,16071910.67827,340316628.18228,340362628.18228,999999.99951,29.37383,16257.01918,46.00000
852,349389.36257,350389.36257,7398187.56918,7399187.56918,706821.00000,1633237.91000,26633.00000,123.00000,35784.00000,14674353.22798,14716353.22798,310723877.90556,310765877.90556,1000000.00000,27.30704,17058.99988,42.00000
853,350389.36257,351389.36257,7398187.56918,7399187.56918,580305.00000,1659018.80000,26882.00000,144.00000,37532.00000,15417131.95312,15461131.95312,325520253.04392,325564253.04392,1000000.00049,29.10361,16988.93212,44.00000
854,351389.36257,352389.36257,7398187.56918,7399187.56918,628730.00000,1689530.98000,29448.00000,144.00000,39284.00000,16163910.67827,16209910.67827,340316628.18228,340362628.18228,999999.99951,27.17594,18283.70242,46.00000
855,352389.36257,353389.36257,7398187.56918,7399187.56918,536441.00000,1712044.10000,26058.00000,124.00000,33345.00000,13743185.14027,13782185.14027,288529315.19802,288568315.19802,1000000.00000,26.56447,17508.85870,39.00000
856,353389.36257,354389.36257,7398187.56918,7399187.56918,520176.00000,1643274.70000,26976.00000,129.00000,31672.00000,13075406.41513,13112406.41513,273732940.05966,273769940.05966,1000000.00049,23.20085,17130.47740,37.00000
857,354389.36257,355389.36257,7398187.56918,7399187.56918,519997.00000,1768229.40000,29412.00000,118.00000,31709.00000,13112406.41513,13149406.41513,273732940.05966,273769940.05966,999999.99951,21.53351,16172.93636,37.00000
858,355389.36257,356389.36257,7398187.56918,7399187.56918,471240.00000,1722420.57000,32227.00000,183.00000,37752.00000,15637131.95312,15681131.95312,325520253.04392,325564253.04392,1000000.00049,25.99505,18712.57547,44.00000
