id,xmin,xmax,ymin,ymax,sumID,sumAREA_M,sumPOPULACAO,sumIPVS_V10,sumid_2,sumxmin,sumxmax,sumymin,sumymax,sumárea real,sum%area,sumPop_real,count
103,320389.36257,321389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
104,321389.36257,322389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
105,322389.36257,323389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
106,323389.36257,324389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
107,324389.36257,325389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
108,325389.36257,326389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
109,326389.36257,327389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
110,327389.36257,328389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
111,328389.36257,329389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
112,329389.36257,330389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
113,330389.36257,331389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
114,331389.36257,332389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
115,332389.36257,333389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
116,333389.36257,334389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
117,334389.36257,335389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
118,335389.36257,336389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
119,336389.36257,337389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
120,337389.36257,338389.36257,7413187.56918,7414187.56918,23.00000,12722351.14000,0.00000,0.00000,120.00000,337389.36257,338389.36257,7413187.56918,7414187.56918,322309.50928,0.02533,0.00000,1.00000
121,338389.36257,339389.36257,7413187.56918,7414187.56918,47.00000,22161784.90000,0.00000,0.00000,242.00000,676778.72514,678778.72514,14826375.13836,14828375.13836,937794.12744,0.07549,0.00000,2.00000
122,339389.36257,340389.36257,7413187.56918,7414187.56918,47.00000,22161784.90000,0.00000,0.00000,244.00000,678778.72514,680778.72514,14826375.13836,14828375.13836,932213.19849,0.09021,0.00000,2.00000
123,340389.36257,341389.36257,7413187.56918,7414187.56918,24.00000,9439433.76000,0.00000,0.00000,123.00000,340389.36257,341389.36257,7413187.56918,7414187.56918,999999.99951,0.10594,0.00000,1.00000
124,341389.36257,342389.36257,7413187.56918,7414187.56918,24.00000,9439433.76000,0.00000,0.00000,124.00000,341389.36257,342389.36257,7413187.56918,7414187.56918,726817.49268,0.07700,0.00000,1.00000
125,342389.36257,343389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
126,343389.36257,344389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
127,344389.36257,345389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
128,345389.36257,346389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
129,346389.36257,347389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
130,347389.36257,348389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
131,348389.36257,349389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
132,349389.36257,350389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
133,350389.36257,351389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
134,351389.36257,352389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
135,352389.36257,353389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
136,353389.36257,354389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
137,354389.36257,355389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
138,355389.36257,356389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
139,356389.36257,357389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
140,357389.36257,358389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
141,358389.36257,359389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
142,359389.36257,360389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
143,360389.36257,361389.36257,7413187.56918,7414187.56918,,,,,,,,,,,,,
144,313389.36257,314389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
145,314389.36257,315389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
146,315389.36257,316389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
147,316389.36257,317389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
148,317389.36257,318389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
149,318389.36257,319389.36257,7412187.56918,7413187.56918,21.00000,3123970.03000,0.00000,0.00000,447.00000,955168.08771,958168.08771,22236562.70754,22239562.70754,61229.99121,0.06331,0.00000,3.00000
150,319389.36257,320389.36257,7412187.56918,7413187.56918,8.00000,1417358.47000,0.00000,0.00000,150.00000,319389.36257,320389.36257,7412187.56918,7413187.56918,423189.57300,0.29858,0.00000,1.00000
151,320389.36257,321389.36257,7412187.56918,7413187.56918,555.00000,2801059.63000,20.00000,0.00000,453.00000,961168.08771,964168.08771,22236562.70754,22239562.70754,177454.20459,0.54253,0.92378,3.00000
152,321389.36257,322389.36257,7412187.56918,7413187.56918,1122.00000,2014420.33000,791.00000,4.00000,608.00000,1285557.45028,1289557.45028,29648750.27672,29652750.27672,114378.34326,0.27372,46.53069,4.00000
153,322389.36257,323389.36257,7412187.56918,7413187.56918,562.00000,496936.47000,771.00000,4.00000,306.00000,644778.72514,646778.72514,14824375.13836,14826375.13836,74228.32959,0.32534,205.92475,2.00000
154,323389.36257,324389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
155,324389.36257,325389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
156,325389.36257,326389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
157,326389.36257,327389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
158,327389.36257,328389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
159,328389.36257,329389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
160,329389.36257,330389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
161,330389.36257,331389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
162,331389.36257,332389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
163,332389.36257,333389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
164,333389.36257,334389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
165,334389.36257,335389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
166,335389.36257,336389.36257,7412187.56918,7413187.56918,23.00000,12722351.14000,0.00000,0.00000,166.00000,335389.36257,336389.36257,7412187.56918,7413187.56918,59.83789,0.00000,0.00000,1.00000
167,336389.36257,337389.36257,7412187.56918,7413187.56918,23.00000,12722351.14000,0.00000,0.00000,167.00000,336389.36257,337389.36257,7412187.56918,7413187.56918,632137.64600,0.04969,0.00000,1.00000
168,337389.36257,338389.36257,7412187.56918,7413187.56918,23.00000,12722351.14000,0.00000,0.00000,168.00000,337389.36257,338389.36257,7412187.56918,7413187.56918,995041.98242,0.07821,0.00000,1.00000
169,338389.36257,339389.36257,7412187.56918,7413187.56918,2465.00000,13708273.15000,1450.00000,3.00000,845.00000,1691946.81286,1696946.81286,37060937.84590,37065937.84590,1000000.00049,1.56993,304.70013,5.00000
170,339389.36257,340389.36257,7412187.56918,7413187.56918,2492.00000,24004224.14000,1499.00000,3.00000,1020.00000,2036336.17543,2042336.17543,44473125.41508,44479125.41508,999999.99951,1.03266,38.29713,6.00000
171,340389.36257,341389.36257,7412187.56918,7413187.56918,24.00000,9439433.76000,0.00000,0.00000,171.00000,340389.36257,341389.36257,7412187.56918,7413187.56918,999999.31714,0.10594,0.00000,1.00000
172,341389.36257,342389.36257,7412187.56918,7413187.56918,24.00000,9439433.76000,0.00000,0.00000,172.00000,341389.36257,342389.36257,7412187.56918,7413187.56918,468905.04395,0.04968,0.00000,1.00000
173,342389.36257,343389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
174,343389.36257,344389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
175,344389.36257,345389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
176,345389.36257,346389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
177,346389.36257,347389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
178,347389.36257,348389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
179,348389.36257,349389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
180,349389.36257,350389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
181,350389.36257,351389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
182,351389.36257,352389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
183,352389.36257,353389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
184,353389.36257,354389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
185,354389.36257,355389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
186,355389.36257,356389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
187,356389.36257,357389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
188,357389.36257,358389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
189,358389.36257,359389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
190,359389.36257,360389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
191,360389.36257,361389.36257,7412187.56918,7413187.56918,,,,,,,,,,,,,
192,313389.36257,314389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
193,314389.36257,315389.36257,7411187.56918,7412187.56918,4.00000,6912969.36000,32.00000,0.00000,193.00000,314389.36257,315389.36257,7411187.56918,7412187.56918,8609.61646,0.00125,0.03985,1.00000
194,315389.36257,316389.36257,7411187.56918,7412187.56918,4.00000,6912969.36000,32.00000,0.00000,194.00000,315389.36257,316389.36257,7411187.56918,7412187.56918,181057.01025,0.02619,0.83811,1.00000
195,316389.36257,317389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
196,317389.36257,318389.36257,7411187.56918,7412187.56918,6.00000,1295782.33000,0.00000,0.00000,196.00000,317389.36257,318389.36257,7411187.56918,7412187.56918,28313.22266,0.02185,0.00000,1.00000
197,318389.36257,319389.36257,7411187.56918,7412187.56918,555.00000,3248737.15000,0.00000,0.00000,788.00000,1273557.45028,1277557.45028,29644750.27672,29648750.27672,468556.85352,0.49938,0.00000,4.00000
198,319389.36257,320389.36257,7411187.56918,7412187.56918,4555.00000,3617262.95000,1566.00000,9.00000,1782.00000,2874504.26314,2883504.26314,66700688.12262,66709688.12262,999999.99951,2.24831,129.24111,9.00000
199,320389.36257,321389.36257,7411187.56918,7412187.56918,16318.00000,3992386.96000,9123.00000,39.00000,3980.00000,6407787.25142,6427787.25142,148223751.38360,148243751.38360,1000000.00049,10.30847,4719.50683,20.00000
200,321389.36257,322389.36257,7411187.56918,7412187.56918,3865.00000,4216577.29000,3727.00000,15.00000,2000.00000,3213893.62571,3223893.62571,74111875.69180,74121875.69180,999999.99951,3.30759,184.75936,10.00000
201,322389.36257,323389.36257,7411187.56918,7412187.56918,573.00000,2010151.95000,783.00000,4.00000,603.00000,967168.08771,970168.08771,22233562.70754,22236562.70754,833641.61108,1.23994,436.59280,3.00000
202,323389.36257,324389.36257,7411187.56918,7412187.56918,21.00000,1793333.80000,12.00000,0.00000,404.00000,646778.72514,648778.72514,14822375.13836,14824375.13836,368412.11426,0.36966,2.57755,2.00000
203,324389.36257,325389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
204,325389.36257,326389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
205,326389.36257,327389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
206,327389.36257,328389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
207,328389.36257,329389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
208,329389.36257,330389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
209,330389.36257,331389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
210,331389.36257,332389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
211,332389.36257,333389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
212,333389.36257,334389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
213,334389.36257,335389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
214,335389.36257,336389.36257,7411187.56918,7412187.56918,23.00000,12722351.14000,0.00000,0.00000,214.00000,335389.36257,336389.36257,7411187.56918,7412187.56918,262744.43994,0.02065,0.00000,1.00000
215,336389.36257,337389.36257,7411187.56918,7412187.56918,23.00000,12722351.14000,0.00000,0.00000,215.00000,336389.36257,337389.36257,7411187.56918,7412187.56918,914280.81445,0.07186,0.00000,1.00000
216,337389.36257,338389.36257,7411187.56918,7412187.56918,1844.00000,13419123.12000,212.00000,0.00000,864.00000,1349557.45028,1353557.45028,29644750.27672,29648750.27672,1000000.00049,0.82660,22.05770,4.00000
217,338389.36257,339389.36257,7411187.56918,7412187.56918,3702.00000,16625153.29000,2285.00000,7.00000,1736.00000,2707114.90057,2715114.90057,59289500.55344,59297500.55344,999999.99951,2.30236,1088.39521,8.00000
218,339389.36257,340389.36257,7411187.56918,7412187.56918,1884.00000,12877691.67000,2073.00000,7.00000,1090.00000,1696946.81286,1701946.81286,37055937.84590,37060937.84590,1000000.00000,0.81575,40.67244,5.00000
219,340389.36257,341389.36257,7411187.56918,7412187.56918,661.00000,10478440.14000,0.00000,0.00000,657.00000,1021168.08771,1024168.08771,22233562.70754,22236562.70754,721278.19019,0.25777,0.00000,3.00000
220,341389.36257,342389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
221,342389.36257,343389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
222,343389.36257,344389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
223,344389.36257,345389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
224,345389.36257,346389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
225,346389.36257,347389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
226,347389.36257,348389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
227,348389.36257,349389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
228,349389.36257,350389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
229,350389.36257,351389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
230,351389.36257,352389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
231,352389.36257,353389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
232,353389.36257,354389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
233,354389.36257,355389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
234,355389.36257,356389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
235,356389.36257,357389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
236,357389.36257,358389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
237,358389.36257,359389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
238,359389.36257,360389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
239,360389.36257,361389.36257,7411187.56918,7412187.56918,,,,,,,,,,,,,
240,313389.36257,314389.36257,7410187.56918,7411187.56918,528.00000,8050884.97000,221.00000,4.00000,1200.00000,1566946.81286,1571946.81286,37050937.84590,37055937.84590,634295.57886,1.82289,0.98852,5.00000
241,314389.36257,315389.36257,7410187.56918,7411187.56918,4.00000,6912969.36000,32.00000,0.00000,241.00000,314389.36257,315389.36257,7410187.56918,7411187.56918,905452.42358,0.13098,4.19132,1.00000
242,315389.36257,316389.36257,7410187.56918,7411187.56918,4.00000,6912969.36000,32.00000,0.00000,242.00000,315389.36257,316389.36257,7410187.56918,7411187.56918,883302.62524,0.12777,4.08879,1.00000
243,316389.36257,317389.36257,7410187.56918,7411187.56918,4.00000,6912969.36000,32.00000,0.00000,243.00000,316389.36257,317389.36257,7410187.56918,7411187.56918,687210.07080,0.09941,3.18108,1.00000
244,317389.36257,318389.36257,7410187.56918,7411187.56918,548.00000,8899741.60000,37.00000,0.00000,1220.00000,1586946.81286,1591946.81286,37050937.84590,37055937.84590,774992.49121,1.73149,2.56861,5.00000
245,318389.36257,319389.36257,7410187.56918,7411187.56918,3190.00000,3738185.73000,1511.00000,10.00000,1960.00000,2547114.90057,2555114.90057,59281500.55344,59289500.55344,1000000.00000,2.97107,221.77357,8.00000
246,319389.36257,320389.36257,7410187.56918,7411187.56918,38420.00000,3444966.99000,8529.00000,57.00000,5412.00000,7026565.97656,7048565.97656,163024126.52196,163046126.52196,1000000.00049,13.99320,5636.53491,22.00000
247,320389.36257,321389.36257,7410187.56918,7411187.56918,38903.00000,2733906.41000,17417.00000,66.00000,5928.00000,7689344.70170,7713344.70170,177844501.66032,177868501.66032,999999.99951,10.10946,7599.92837,24.00000
248,321389.36257,322389.36257,7410187.56918,7411187.56918,60891.00000,3485236.66000,17744.00000,61.00000,5952.00000,7713344.70170,7737344.70170,177844501.66032,177868501.66032,1000000.00000,12.77256,10756.17202,24.00000
249,322389.36257,323389.36257,7410187.56918,7411187.56918,9674.00000,5423605.33000,5125.00000,20.00000,2490.00000,3223893.62571,3233893.62571,74101875.69180,74111875.69180,1000000.00049,2.59524,1565.84092,10.00000
250,323389.36257,324389.36257,7410187.56918,7411187.56918,609.00000,5571154.14000,816.00000,5.00000,1250.00000,1616946.81286,1621946.81286,37050937.84590,37055937.84590,912918.82788,1.58011,791.90175,5.00000
251,324389.36257,325389.36257,7410187.56918,7411187.56918,573.00000,2817482.16000,0.00000,0.00000,502.00000,648778.72514,650778.72514,14820375.13836,14822375.13836,187904.10352,0.17050,0.00000,2.00000
252,325389.36257,326389.36257,7410187.56918,7411187.56918,,,,,,,,,,,,,
253,326389.36257,327389.36257,7410187.56918,7411187.56918,,,,,,,,,,,,,
