id,xmin,xmax,ymin,ymax,sumid,sumid_2,sumAREA_M,sumPOPULACAO,sumareareal,sum%area,sumpop_real,count
847,344389.36257,345389.36257,7398187.56918,7399187.56918,29645.00000,249311.00000,1851150.81000,22685.00000,1000000.00049,18.29998,11778.29153,35.00000
848,345389.36257,346389.36257,7398187.56918,7399187.56918,35616.00000,423097.00000,1900609.03000,24458.00000,999999.99951,25.34972,13785.49748,42.00000
849,346389.36257,347389.36257,7398187.56918,7399187.56918,31413.00000,498124.00000,1720334.26000,22449.00000,1000000.00000,21.05166,12553.95259,37.00000
850,347389.36257,348389.36257,7398187.56918,7399187.56918,35700.00000,702265.00000,1709045.20000,24236.00000,1000000.00049,25.74465,14437.31021,42.00000
851,348389.36257,349389.36257,7398187.56918,7399187.56918,39146.00000,817937.00000,1631354.89000,26846.00000,999999.99951,29.37383,16257.01918,46.00000
852,349389.36257,350389.36257,7398187.56918,7399187.56918,35784.00000,706821.00000,1633237.91000,26633.00000,1000000.00000,27.30704,17058.99988,42.00000
853,350389.36257,351389.36257,7398187.56918,7399187.56918,37532.00000,580305.00000,1659018.80000,26882.00000,1000000.00049,29.10361,16988.93212,44.00000
854,351389.36257,352389.36257,7398187.56918,7399187.56918,39284.00000,628730.00000,1689530.98000,29448.00000,999999.99951,27.17594,18283.70242,46.00000
855,352389.36257,353389.36257,7398187.56918,7399187.56918,33345.00000,536441.00000,1712044.10000,26058.00000,1000000.00000,26.56447,17508.85870,39.00000
856,353389.36257,354389.36257,7398187.56918,7399187.56918,31672.00000,520176.00000,1643274.70000,26976.00000,1000000.00049,23.20085,17130.47740,37.00000
857,354389.36257,355389.36257,7398187.56918,7399187.56918,31709.00000,519997.00000,1768229.40000,29412.00000,999999.99951,21.53351,16172.93636,37.00000
858,355389.36257,356389.36257,7398187.56918,7399187.56918,37752.00000,471240.00000,1722420.57000,32227.00000,1000000.00049,25.99505,18712.57547,44.00000
859,356389.36257,357389.36257,7398187.56918,7399187.56918,48963.00000,381244.00000,1636862.00000,34410.00000,999999.99951,40.43150,22614.24518,57.00000
860,357389.36257,358389.36257,7398187.56918,7399187.56918,38700.00000,169612.00000,1679847.25000,30053.00000,1000000.00000,26.25114,17850.26054,45.00000
861,358389.36257,359389.36257,7398187.56918,7399187.56918,31857.00000,84938.00000,1250108.90000,25615.00000,768802.43677,26.35295,18779.01730,37.00000
862,359389.36257,360389.36257,7398187.56918,7399187.56918,10344.00000,5634.00000,400875.88000,9135.00000,143124.52881,6.40230,5029.28751,12.00000
863,360389.36257,361389.36257,7398187.56918,7399187.56918,863.00000,106.00000,52293.87000,841.00000,6972.60229,0.13333,112.13472,1.00000
871,320389.36257,321389.36257,7397187.56918,7398187.56918,6097.00000,3401.00000,3240393.43000,4848.00000,205980.31421,1.61614,1271.41911,7.00000
872,321389.36257,322389.36257,7397187.56918,7398187.56918,8720.00000,11126.00000,4000991.11000,7335.00000,933960.63232,3.33029,2532.60961,10.00000
873,322389.36257,323389.36257,7397187.56918,7398187.56918,18333.00000,51467.00000,4544594.33000,12834.00000,999999.99951,11.73022,7192.01548,21.00000
874,323389.36257,324389.36257,7397187.56918,7398187.56918,14858.00000,59777.00000,2176913.26000,8624.00000,1000000.00000,9.78762,4658.78486,17.00000
875,324389.36257,325389.36257,7397187.56918,7398187.56918,13125.00000,80171.00000,2541348.40000,7091.00000,1000000.00049,7.75274,3705.59142,15.00000
876,325389.36257,326389.36257,7397187.56918,7398187.56918,23652.00000,217421.00000,2511422.86000,11468.00000,999999.99951,15.11725,6368.07683,27.00000
877,326389.36257,327389.36257,7397187.56918,7398187.56918,24556.00000,280315.00000,2289875.24000,13338.00000,1000000.00049,17.15251,7718.14815,28.00000
878,327389.36257,328389.36257,7397187.56918,7398187.56918,17560.00000,229109.00000,3593075.14000,8184.00000,1000000.00000,12.19925,4770.36527,20.00000
879,328389.36257,329389.36257,7397187.56918,7398187.56918,7032.00000,96317.00000,5076538.87000,2789.00000,999999.99951,1.72143,470.66913,8.00000
880,329389.36257,330389.36257,7397187.56918,7398187.56918,4400.00000,64260.00000,2972417.31000,699.00000,1000000.00049,2.33351,266.28733,5.00000
881,330389.36257,331389.36257,7397187.56918,7398187.56918,13215.00000,208337.00000,2967727.78000,6771.00000,999999.99951,7.85415,3050.29846,15.00000
882,331389.36257,332389.36257,7397187.56918,7398187.56918,13230.00000,218322.00000,5074366.20000,9296.00000,1000000.00000,7.44116,5320.75474,15.00000
883,332389.36257,333389.36257,7397187.56918,7398187.56918,15894.00000,267284.00000,4813161.64000,11074.00000,1000000.00049,10.01918,6252.40868,18.00000
884,333389.36257,334389.36257,7397187.56918,7398187.56918,11492.00000,181777.00000,5928603.25000,9172.00000,999999.99951,5.16338,3058.75138,13.00000
885,334389.36257,335389.36257,7397187.56918,7398187.56918,15045.00000,229322.00000,3148591.10000,9260.00000,1000000.00000,7.98447,4468.98133,17.00000
886,335389.36257,336389.36257,7397187.56918,7398187.56918,14176.00000,197685.00000,2832209.01000,10784.00000,1000000.00049,6.08030,4049.37055,16.00000
887,336389.36257,337389.36257,7397187.56918,7398187.56918,12418.00000,141245.00000,2903073.54000,8536.00000,999999.99951,4.83054,2771.25246,14.00000
888,337389.36257,338389.36257,7397187.56918,7398187.56918,15096.00000,140772.00000,1991932.30000,9842.00000,1000000.00000,9.70252,5991.52774,17.00000
889,338389.36257,339389.36257,7397187.56918,7398187.56918,24892.00000,189507.00000,2640421.31000,22418.00000,1000000.00049,19.32876,16641.45975,28.00000
890,339389.36257,340389.36257,7397187.56918,7398187.56918,20470.00000,96433.00000,2583915.08000,14696.00000,999999.99951,13.15049,8427.97823,23.00000
891,340389.36257,341389.36257,7397187.56918,7398187.56918,16929.00000,30810.00000,2472759.19000,11327.00000,1000000.00049,10.19178,5968.13136,19.00000
892,341389.36257,342389.36257,7397187.56918,7398187.56918,23192.00000,102703.00000,2024549.01000,15639.00000,999999.99951,15.68590,8634.21458,26.00000
893,342389.36257,343389.36257,7397187.56918,7398187.56918,30362.00000,278964.00000,1572225.34000,22170.00000,1000000.00000,21.21945,14441.06446,34.00000
894,343389.36257,344389.36257,7397187.56918,7398187.56918,38442.00000,432694.00000,1849528.58000,24633.00000,1000000.00049,27.06461,14436.97979,43.00000
895,344389.36257,345389.36257,7397187.56918,7398187.56918,28640.00000,367450.00000,1890201.79000,21413.00000,999999.99951,17.69587,11546.47289,32.00000
896,345389.36257,346389.36257,7397187.56918,7398187.56918,25984.00000,455261.00000,1649035.29000,17310.00000,1000000.00000,19.70374,11289.02420,29.00000
897,346389.36257,347389.36257,7397187.56918,7398187.56918,27807.00000,547094.00000,1685082.89000,21358.00000,1000000.00049,18.09214,12944.12924,31.00000
898,347389.36257,348389.36257,7397187.56918,7398187.56918,30532.00000,617692.00000,1671368.66000,23145.00000,999999.99951,20.45577,14380.65958,34.00000
899,348389.36257,349389.36257,7397187.56918,7398187.56918,36859.00000,748689.00000,1731636.20000,26778.00000,1000000.00000,25.01210,17197.65949,41.00000
900,349389.36257,350389.36257,7397187.56918,7398187.56918,39600.00000,796281.00000,1734169.96000,30627.00000,1000000.00049,28.83388,20655.56986,44.00000
901,350389.36257,351389.36257,7397187.56918,7398187.56918,42347.00000,836265.00000,1684663.03000,35263.00000,999999.99951,29.45742,23880.92095,47.00000
902,351389.36257,352389.36257,7397187.56918,7398187.56918,28864.00000,561094.00000,1628893.46000,22293.00000,1000000.00049,20.47082,15004.69722,32.00000
903,352389.36257,353389.36257,7397187.56918,7398187.56918,32508.00000,587286.00000,1593015.19000,24153.00000,1000000.00000,23.69085,16105.28925,36.00000
904,353389.36257,354389.36257,7397187.56918,7398187.56918,44296.00000,650476.00000,2041813.34000,31385.00000,999999.99951,32.15535,19983.82683,49.00000
905,354389.36257,355389.36257,7397187.56918,7398187.56918,38915.00000,651569.00000,1615816.53000,28111.00000,1000000.00049,28.21961,17213.54528,43.00000
906,355389.36257,356389.36257,7397187.56918,7398187.56918,41676.00000,434043.00000,1658316.33000,33225.00000,999999.99951,28.66572,20163.07758,46.00000
907,356389.36257,357389.36257,7397187.56918,7398187.56918,33559.00000,153098.00000,1559645.56000,28809.00000,1000000.00000,22.05144,17514.88077,37.00000
908,357389.36257,358389.36257,7397187.56918,7398187.56918,33596.00000,59618.00000,1400297.04000,27474.00000,919246.18799,26.40931,18877.26132,37.00000
909,358389.36257,359389.36257,7397187.56918,7398187.56918,5454.00000,2164.00000,504465.09000,5908.00000,103137.18384,1.35361,1632.26915,6.00000
918,319389.36257,320389.36257,7396187.56918,7397187.56918,2754.00000,3905.00000,2059968.61000,1240.00000,55548.04395,0.06111,27.45486,3.00000
919,320389.36257,321389.36257,7396187.56918,7397187.56918,6433.00000,24268.00000,3067711.70000,4661.00000,951648.79980,3.95121,2746.73679,7.00000
920,321389.36257,322389.36257,7396187.56918,7397187.56918,5520.00000,25000.00000,5441042.03000,4004.00000,999999.99951,2.16971,2132.41948,6.00000
921,322389.36257,323389.36257,7396187.56918,7397187.56918,22104.00000,76429.00000,3119778.65000,10695.00000,1000000.00000,16.81887,6979.41942,24.00000
922,323389.36257,324389.36257,7396187.56918,7397187.56918,34114.00000,170378.00000,3703670.33000,20064.00000,1000000.00049,24.42970,12653.37616,37.00000
923,324389.36257,325389.36257,7396187.56918,7397187.56918,20306.00000,152273.00000,1947531.75000,11944.00000,999999.99951,14.79922,7628.41041,22.00000
924,325389.36257,326389.36257,7396187.56918,7397187.56918,31416.00000,383302.00000,1777262.49000,17988.00000,1000000.00049,21.64869,12413.91127,34.00000
925,326389.36257,327389.36257,7396187.56918,7397187.56918,44400.00000,623892.00000,1522918.74000,22316.00000,999999.99951,33.66477,15323.54825,48.00000
926,327389.36257,328389.36257,7396187.56918,7397187.56918,63894.00000,940556.00000,1777461.89000,35661.00000,1000000.00000,47.92848,24913.21673,69.00000
927,328389.36257,329389.36257,7396187.56918,7397187.56918,39861.00000,602366.00000,2049583.08000,21637.00000,1000000.00049,29.63555,14379.89502,43.00000
928,329389.36257,330389.36257,7396187.56918,7397187.56918,37120.00000,577860.00000,1553618.28000,17436.00000,999999.99951,28.48024,12369.14956,40.00000
929,330389.36257,331389.36257,7396187.56918,7397187.56918,61314.00000,983556.00000,2107908.13000,34773.00000,1000000.00000,46.65404,23975.41278,66.00000
930,331389.36257,332389.36257,7396187.56918,7397187.56918,48360.00000,791458.00000,1984378.15000,28828.00000,1000000.00049,36.66477,19194.84658,52.00000
931,332389.36257,333389.36257,7396187.56918,7397187.56918,32585.00000,518947.00000,2628679.81000,21574.00000,999999.99951,17.73635,10842.48253,35.00000
932,333389.36257,334389.36257,7396187.56918,7397187.56918,25164.00000,372808.00000,2860855.10000,18730.00000,1000000.00000,16.60950,12507.53266,27.00000
933,334389.36257,335389.36257,7396187.56918,7397187.56918,21459.00000,312470.00000,1765921.22000,10878.00000,1000000.00049,12.61363,6021.20914,23.00000
934,335389.36257,336389.36257,7396187.56918,7397187.56918,18680.00000,259301.00000,2026817.91000,10764.00000,999999.99951,9.32599,5007.47153,20.00000
935,336389.36257,337389.36257,7396187.56918,7397187.56918,16830.00000,191129.00000,3241218.44000,12266.00000,1000000.00049,8.26574,5238.68419,18.00000
936,337389.36257,338389.36257,7396187.56918,7397187.56918,14040.00000,136338.00000,2098250.45000,9297.00000,1000000.00000,6.68765,5059.98505,15.00000
937,338389.36257,339389.36257,7396187.56918,7397187.56918,30921.00000,219499.00000,3069976.21000,19306.00000,999999.99951,23.46358,12373.76536,33.00000
938,339389.36257,340389.36257,7396187.56918,7397187.56918,24388.00000,130803.00000,1879275.34000,12631.00000,1000000.00049,18.08901,8419.41925,26.00000
939,340389.36257,341389.36257,7396187.56918,7397187.56918,30048.00000,100172.00000,1962150.28000,16544.00000,999999.99951,19.35372,9768.97652,32.00000
940,341389.36257,342389.36257,7396187.56918,7397187.56918,21620.00000,94650.00000,2134749.44000,15293.00000,1000000.00000,9.68998,6923.45516,23.00000
941,342389.36257,343389.36257,7396187.56918,7397187.56918,27289.00000,218135.00000,1861355.89000,18616.00000,1000000.00049,17.77825,10412.33179,29.00000
942,343389.36257,344389.36257,7396187.56918,7397187.56918,26376.00000,285369.00000,1912322.23000,17923.00000,999999.99951,15.95203,9732.11372,28.00000
943,344389.36257,345389.36257,7396187.56918,7397187.56918,28290.00000,448605.00000,2035506.47000,21974.00000,1000000.00000,15.86857,10827.48831,30.00000
944,345389.36257,346389.36257,7396187.56918,7397187.56918,20768.00000,387890.00000,1598724.80000,16389.00000,1000000.00049,13.18516,10431.63406,22.00000
945,346389.36257,347389.36257,7396187.56918,7397187.56918,25515.00000,489090.00000,1798635.56000,18621.00000,999999.99951,13.48542,9738.79636,27.00000
946,347389.36257,348389.36257,7396187.56918,7397187.56918,31218.00000,605906.00000,1813071.61000,21332.00000,1000000.00000,17.76673,10815.28603,33.00000
947,348389.36257,349389.36257,7396187.56918,7397187.56918,31251.00000,608360.00000,1608914.53000,21505.00000,1000000.00049,21.32804,14496.15729,33.00000
948,349389.36257,350389.36257,7396187.56918,7397187.56918,35076.00000,678966.00000,1744822.87000,23780.00000,999999.99951,20.92181,13674.21105,37.00000
949,350389.36257,351389.36257,7396187.56918,7397187.56918,32266.00000,615687.00000,1833292.25000,25281.00000,1000000.00049,20.95669,14776.34144,34.00000
950,351389.36257,352389.36257,7396187.56918,7397187.56918,26600.00000,498958.00000,2133205.40000,18794.00000,999999.99951,14.08219,9746.29444,28.00000
951,352389.36257,353389.36257,7396187.56918,7397187.56918,46599.00000,788149.00000,1887563.91000,33039.00000,1000000.00000,30.10639,21183.62664,49.00000
952,353389.36257,354389.36257,7396187.56918,7397187.56918,29512.00000,312941.00000,1834916.09000,21680.00000,1000000.00049,16.30072,11406.73416,31.00000
953,354389.36257,355389.36257,7396187.56918,7397187.56918,46697.00000,536920.00000,1844876.96000,34919.00000,999999.99951,31.74199,22665.97356,49.00000
954,355389.36257,356389.36257,7396187.56918,7397187.56918,44838.00000,315722.00000,1608158.43000,29953.00000,1000000.00000,31.90973,19924.35414,47.00000
955,356389.36257,357389.36257,7396187.56918,7397187.56918,37245.00000,90293.00000,1626193.31000,27714.00000,1000000.00049,23.83957,16774.36001,39.00000
956,357389.36257,358389.36257,7396187.56918,7397187.56918,17208.00000,10356.00000,776722.95000,13142.00000,307131.01709,6.71820,4947.61843,18.00000
966,319389.36257,320389.36257,7395187.56918,7396187.56918,3864.00000,1903.00000,2243261.11000,1869.00000,75415.60278,0.44796,220.45069,4.00000
967,320389.36257,321389.36257,7395187.56918,7396187.56918,16439.00000,24192.00000,2816994.77000,8123.00000,999999.99951,7.02531,3732.50976,17.00000
968,321389.36257,322389.36257,7395187.56918,7396187.56918,25168.00000,62192.00000,6577185.41000,14559.00000,1000000.00049,16.43295,9286.16867,26.00000
969,322389.36257,323389.36257,7395187.56918,7396187.56918,7752.00000,35773.00000,4660222.75000,5818.00000,1000000.00000,4.57836,3249.30808,8.00000
970,323389.36257,324389.36257,7395187.56918,7396187.56918,8730.00000,36136.00000,4090895.32000,5967.00000,999999.99951,4.83928,3114.71610,9.00000
971,324389.36257,325389.36257,7395187.56918,7396187.56918,32043.00000,229497.00000,2138795.71000,17504.00000,1000000.00049,25.00639,12904.76217,33.00000
972,325389.36257,326389.36257,7395187.56918,7396187.56918,29160.00000,324280.00000,2040871.68000,17172.00000,999999.99951,16.90157,9324.75485,30.00000
973,326389.36257,327389.36257,7395187.56918,7396187.56918,32109.00000,429614.00000,1529847.66000,19293.00000,1000000.00000,22.82086,13617.37029,33.00000
974,327389.36257,328389.36257,7395187.56918,7396187.56918,57466.00000,869109.00000,1954473.49000,30747.00000,1000000.00049,40.92663,19359.37913,59.00000
975,328389.36257,329389.36257,7395187.56918,7396187.56918,47775.00000,735843.00000,1785445.88000,26527.00000,999999.99951,35.78434,18959.08756,49.00000
976,329389.36257,330389.36257,7395187.56918,7396187.56918,47824.00000,738752.00000,1809910.55000,22719.00000,1000000.00000,29.99816,13647.47311,49.00000
977,330389.36257,331389.36257,7395187.56918,7396187.56918,94769.00000,1503748.00000,1460569.80000,47840.00000,1000000.00049,72.09373,36150.50787,97.00000
978,331389.36257,332389.36257,7395187.56918,7396187.56918,88998.00000,1405949.00000,1631687.31000,42090.00000,999999.99951,65.62803,29147.52840,91.00000
979,332389.36257,333389.36257,7395187.56918,7396187.56918,52866.00000,795557.00000,1919473.34000,25030.00000,1000000.00000,38.93255,17099.45888,54.00000
980,333389.36257,334389.36257,7395187.56918,7396187.56918,21560.00000,288989.00000,2007476.42000,9372.00000,1000000.00049,13.63705,5330.20743,22.00000
981,334389.36257,335389.36257,7395187.56918,7396187.56918,23544.00000,295657.00000,2185515.40000,13731.00000,999999.99951,13.12058,6523.57320,24.00000
982,335389.36257,336389.36257,7395187.56918,7396187.56918,32406.00000,402887.00000,2306636.00000,17482.00000,1000000.00049,18.85188,10437.44991,33.00000
983,336389.36257,337389.36257,7395187.56918,7396187.56918,29490.00000,337549.00000,3345154.77000,18609.00000,999999.99951,15.71600,9363.72955,30.00000
984,337389.36257,338389.36257,7395187.56918,7396187.56918,27552.00000,331139.00000,2990079.54000,16563.00000,1000000.00000,18.22876,10069.18382,28.00000
985,338389.36257,339389.36257,7395187.56918,7396187.56918,25610.00000,240825.00000,2256202.06000,14604.00000,1000000.00049,12.75837,6770.98799,26.00000
986,339389.36257,340389.36257,7395187.56918,7396187.56918,49300.00000,432036.00000,1787696.17000,24873.00000,999999.99951,34.99114,17872.61387,50.00000
987,340389.36257,341389.36257,7395187.56918,7396187.56918,27636.00000,209028.00000,1811147.67000,15979.00000,1000000.00000,17.84230,9619.49285,28.00000
988,341389.36257,342389.36257,7395187.56918,7396187.56918,25688.00000,195266.00000,1828541.94000,21112.00000,1000000.00049,15.20370,12166.11930,26.00000
989,342389.36257,343389.36257,7395187.56918,7396187.56918,30659.00000,289475.00000,2225225.60000,22927.00000,999999.99951,15.44806,11614.39552,31.00000
990,343389.36257,344389.36257,7395187.56918,7396187.56918,30690.00000,418363.00000,1938861.88000,21071.00000,1000000.00000,17.04606,11936.14718,31.00000
991,344389.36257,345389.36257,7395187.56918,7396187.56918,27748.00000,491387.00000,1784068.21000,21407.00000,1000000.00049,16.14106,12021.72905,28.00000
992,345389.36257,346389.36257,7395187.56918,7396187.56918,36704.00000,668642.00000,2017011.03000,27420.00000,999999.99951,19.30429,13769.05261,37.00000
993,346389.36257,347389.36257,7395187.56918,7396187.56918,35748.00000,660804.00000,1962369.35000,27385.00000,1000000.00049,18.89670,14384.40486,36.00000
994,347389.36257,348389.36257,7395187.56918,7396187.56918,39760.00000,737337.00000,1753724.64000,29899.00000,1000000.00000,23.77215,16287.91453,40.00000
995,348389.36257,349389.36257,7395187.56918,7396187.56918,34825.00000,639334.00000,2555594.70000,20585.00000,999999.99951,21.27333,12836.05813,35.00000
996,349389.36257,350389.36257,7395187.56918,7396187.56918,16932.00000,310462.00000,2264728.07000,11877.00000,1000000.00049,8.39935,5225.00261,17.00000
997,350389.36257,351389.36257,7395187.56918,7396187.56918,21934.00000,395614.00000,2944533.60000,16052.00000,999999.99951,10.51945,8382.52953,22.00000
998,351389.36257,352389.36257,7395187.56918,7396187.56918,25948.00000,460979.00000,1964855.05000,19487.00000,1000000.00000,11.63840,9005.44125,26.00000
999,352389.36257,353389.36257,7395187.56918,7396187.56918,46953.00000,794216.00000,1603985.82000,30118.00000,1000000.00049,33.59333,21750.45859,47.00000
1000,353389.36257,354389.36257,7395187.56918,7396187.56918,51000.00000,641667.00000,1686965.64000,31967.00000,999999.99951,35.47546,21665.32417,51.00000
1001,354389.36257,355389.36257,7395187.56918,7396187.56918,40040.00000,316034.00000,1914029.11000,24384.00000,1000000.00000,24.25509,14019.28967,40.00000
1002,355389.36257,356389.36257,7395187.56918,7396187.56918,42084.00000,248657.00000,1801910.01000,22309.00000,1000000.00049,23.33797,11155.79589,42.00000
1003,356389.36257,357389.36257,7395187.56918,7396187.56918,35105.00000,106441.00000,1708486.43000,24949.00000,999999.99951,20.59429,15218.35647,35.00000
1004,357389.36257,358389.36257,7395187.56918,7396187.56918,34136.00000,38678.00000,1295519.46000,23451.00000,747332.13599,24.36933,15832.75352,34.00000
1014,319389.36257,320389.36257,7394187.56918,7395187.56918,4056.00000,1894.00000,356416.30000,1453.00000,45016.15649,0.62961,224.95013,4.00000
1015,320389.36257,321389.36257,7394187.56918,7395187.56918,33495.00000,81408.00000,3390895.06000,14163.00000,987930.45068,22.41086,8972.14246,33.00000
1016,321389.36257,322389.36257,7394187.56918,7395187.56918,50800.00000,276123.00000,2826363.32000,24469.00000,999999.99951,36.25002,15252.91051,50.00000
1017,322389.36257,323389.36257,7394187.56918,7395187.56918,5085.00000,16518.00000,8687557.29000,2455.00000,1000000.00000,1.62537,689.45682,5.00000
1018,323389.36257,324389.36257,7394187.56918,7395187.56918,4072.00000,16373.00000,5741759.55000,2058.00000,1000000.00049,1.17004,832.54105,4.00000
1019,324389.36257,325389.36257,7394187.56918,7395187.56918,14266.00000,73221.00000,3467337.96000,8282.00000,999999.99951,5.63204,3390.69589,14.00000
1020,325389.36257,326389.36257,7394187.56918,7395187.56918,17340.00000,139690.00000,2166288.36000,10392.00000,1000000.00000,7.84415,4639.09217,17.00000
1021,326389.36257,327389.36257,7394187.56918,7395187.56918,44924.00000,504578.00000,1898172.06000,22344.00000,1000000.00049,26.71130,12358.69620,44.00000
1022,327389.36257,328389.36257,7394187.56918,7395187.56918,42924.00000,588709.00000,1768191.42000,18571.00000,999999.99951,25.41181,10890.05527,42.00000
1023,328389.36257,329389.36257,7394187.56918,7395187.56918,24552.00000,361951.00000,2337320.49000,11270.00000,1000000.00000,10.43224,4597.56272,24.00000
1024,329389.36257,330389.36257,7394187.56918,7395187.56918,13312.00000,200247.00000,1909414.46000,6202.00000,1000000.00049,5.23091,2263.23123,13.00000
1025,330389.36257,331389.36257,7394187.56918,7395187.56918,74825.00000,1143226.00000,1904746.64000,29257.00000,999999.99951,55.00337,21221.43199,73.00000
1026,331389.36257,332389.36257,7394187.56918,7395187.56918,109782.00000,1628408.00000,1485890.41000,40506.00000,1000000.00049,86.77543,31788.62007,107.00000
1027,332389.36257,333389.36257,7394187.56918,7395187.56918,47242.00000,649493.00000,2034114.52000,21973.00000,1000000.00000,29.15789,13572.03784,46.00000
1028,333389.36257,334389.36257,7394187.56918,7395187.56918,41120.00000,510192.00000,1806033.14000,22161.00000,999999.99951,26.80651,14717.34669,40.00000
1029,334389.36257,335389.36257,7394187.56918,7395187.56918,30870.00000,325847.00000,2691017.87000,18883.00000,1000000.00049,16.06935,8761.74489,30.00000
1030,335389.36257,336389.36257,7394187.56918,7395187.56918,22660.00000,216213.00000,2226975.70000,15101.00000,999999.99951,11.90631,9048.89537,22.00000
1031,336389.36257,337389.36257,7394187.56918,7395187.56918,26806.00000,356302.00000,1805583.07000,13815.00000,1000000.00000,15.56782,7661.25342,26.00000
1032,337389.36257,338389.36257,7394187.56918,7395187.56918,34056.00000,510753.00000,2464028.69000,16189.00000,1000000.00049,21.59961,10383.14990,33.00000
1033,338389.36257,339389.36257,7394187.56918,7395187.56918,33056.00000,474410.00000,1922272.88000,15644.00000,999999.99951,18.25643,8210.54969,32.00000
1034,339389.36257,340389.36257,7394187.56918,7395187.56918,44462.00000,618620.00000,2013743.92000,24733.00000,1000000.00000,25.80813,14832.67190,43.00000
1035,340389.36257,341389.36257,7394187.56918,7395187.56918,35190.00000,491088.00000,1859237.76000,19737.00000,1000000.00049,20.17411,11595.84816,34.00000
1036,341389.36257,342389.36257,7394187.56918,7395187.56918,34188.00000,476437.00000,1832170.30000,23863.00000,999999.99951,20.44122,15023.98945,33.00000
1037,342389.36257,343389.36257,7394187.56918,7395187.56918,30073.00000,436897.00000,1958908.91000,20063.00000,1000000.00000,15.56038,10549.61586,29.00000
1038,343389.36257,344389.36257,7394187.56918,7395187.56918,30102.00000,493689.00000,2632323.88000,20511.00000,1000000.00049,15.38861,10043.99190,29.00000
1039,344389.36257,345389.36257,7394187.56918,7395187.56918,27014.00000,469456.00000,1759316.73000,20921.00000,999999.99951,15.20759,12036.33187,26.00000
1040,345389.36257,346389.36257,7394187.56918,7395187.56918,34320.00000,607810.00000,1865676.64000,25242.00000,1000000.00049,18.91813,13835.59808,33.00000
1041,346389.36257,347389.36257,7394187.56918,7395187.56918,35394.00000,629031.00000,1810899.03000,28085.00000,999999.99951,18.44088,14420.61930,34.00000
1042,347389.36257,348389.36257,7394187.56918,7395187.56918,38554.00000,680663.00000,1737474.58000,31161.00000,1000000.00000,23.96461,20496.49410,37.00000
1043,348389.36257,349389.36257,7394187.56918,7395187.56918,49021.00000,848818.00000,3256232.57000,34014.00000,1000000.00049,28.68388,20897.24904,47.00000
1044,349389.36257,350389.36257,7394187.56918,7395187.56918,19836.00000,337637.00000,2181399.94000,13186.00000,999999.99951,10.33671,7386.83235,19.00000
1045,350389.36257,351389.36257,7394187.56918,7395187.56918,29260.00000,492712.00000,2869594.34000,20162.00000,1000000.00000,14.65944,10626.99860,28.00000
1046,351389.36257,352389.36257,7394187.56918,7395187.56918,36610.00000,611161.00000,1848206.71000,25339.00000,1000000.00049,21.34055,14908.11323,35.00000
1047,352389.36257,353389.36257,7394187.56918,7395187.56918,46068.00000,762968.00000,1518903.28000,28308.00000,999999.99951,32.90893,20775.32738,44.00000
1048,353389.36257,354389.36257,7394187.56918,7395187.56918,51352.00000,705522.00000,1819487.10000,29728.00000,1000000.00000,36.14541,22405.06892,49.00000
1049,354389.36257,355389.36257,7394187.56918,7395187.56918,40911.00000,371418.00000,2485277.42000,24043.00000,1000000.00049,20.82577,11979.64435,39.00000
1050,355389.36257,356389.36257,7394187.56918,7395187.56918,45150.00000,332997.00000,1917763.10000,25601.00000,999999.99951,26.61528,15840.76782,43.00000
1051,356389.36257,357389.36257,7394187.56918,7395187.56918,44142.00000,136912.00000,1808402.20000,27724.00000,1000000.00049,25.85084,16136.61446,42.00000
1052,357389.36257,358389.36257,7394187.56918,7395187.56918,21040.00000,19014.00000,915347.75000,14484.00000,438736.61060,9.03402,6430.10276,20.00000
1062,319389.36257,320389.36257,7393187.56918,7394187.56918,7434.00000,5730.00000,686637.17000,2771.00000,230964.34668,2.60009,684.61988,7.00000
1063,320389.36257,321389.36257,7393187.56918,7394187.56918,45709.00000,254368.00000,1784393.58000,15872.00000,998471.94946,31.61759,10920.85382,43.00000
1064,321389.36257,322389.36257,7393187.56918,7394187.56918,29792.00000,212688.00000,6669313.62000,15128.00000,1000000.00000,18.25301,9214.50062,28.00000
1065,322389.36257,323389.36257,7393187.56918,7394187.56918,3195.00000,11481.00000,5657131.67000,1745.00000,1000000.00049,1.11950,803.67143,3.00000
1066,323389.36257,324389.36257,7393187.56918,7394187.56918,5330.00000,50921.00000,5596755.17000,2216.00000,999999.99951,2.35413,813.95666,5.00000
1067,324389.36257,325389.36257,7393187.56918,7394187.56918,12804.00000,94686.00000,7008661.17000,4909.00000,1000000.00000,3.48502,1391.46504,12.00000
1068,325389.36257,326389.36257,7393187.56918,7394187.56918,12816.00000,84011.00000,2364901.81000,5950.00000,1000000.00049,4.77383,2214.55268,12.00000
1069,326389.36257,327389.36257,7393187.56918,7394187.56918,36346.00000,359818.00000,2311142.34000,14464.00000,999999.99951,20.00348,8509.38552,34.00000
1070,327389.36257,328389.36257,7393187.56918,7394187.56918,68480.00000,864791.00000,1645853.12000,24577.00000,1000000.00000,38.71636,14060.28440,64.00000
1071,328389.36257,329389.36257,7393187.56918,7394187.56918,73899.00000,1034656.00000,2253723.82000,26692.00000,1000000.00049,51.75985,20279.62495,69.00000
